"title","taxa_inad_temp","Risco_title_BIN"
"ideal borrower need small medical loan",0,"Risk2"
"im sick of credit cards!",0,"Risk2"
"immoveable card(s) payoff",0,"Risk2"
"impala",0,"Risk2"
"important loan",0,"Risk2"
"improve",1,"Risk3"
"improve credit",0,"Risk2"
"improve financial life",0,"Risk2"
"improve life",0,"Risk2"
"improve my home",0,"Risk2"
"improvement",0.5,"Risk3"
"improvement 1",0,"Risk2"
"improvement loan",0.333333333333333,"Risk3"
"improvements",0.285714285714286,"Risk3"
"improvements for my condo",0,"Risk2"
"improvements to our private retreat",0,"Risk2"
"improving home sweet home",0,"Risk2"
"improving life loan",0,"Risk2"
"improving my home",0,"Risk2"
"improvment loan",0,"Risk2"
"in law  apartment",0,"Risk2"
"in need loan",0,"Risk2"
"in need of car",0,"Risk2"
"in need of post-college assistance",0,"Risk2"
"in need.  thx",1,"Risk3"
"in the zone",0,"Risk2"
"income tax",0,"Risk2"
"increasing home value",0,"Risk2"
"indeep",1,"Risk3"
"independence day is here",1,"Risk3"
"indiana home improvement",0,"Risk2"
"ineedmoney",1,"Risk3"
"infertility/debt consolidation",0,"Risk2"
"inground pool",0,"Risk2"
"initial payment",0,"Risk2"
"initiation fee loan",0,"Risk2"
"installment loan",0,"Risk2"
"insurance brokerage start up costs",0,"Risk2"
"insurance etc",0,"Risk2"
"integra loan",0,"Risk2"
"interest blaster",0,"Risk2"
"interest rate reduction",0,"Risk2"
"interest rate reduction loan",0,"Risk2"
"interest rates are too damn high",0,"Risk2"
"interest reduction",0,"Risk2"
"interest save",0,"Risk2"
"interest saver",0,"Risk2"
"interest saving",0,"Risk2"
"interest savings",0,"Risk2"
"interestbgone",1,"Risk3"
"interested in not giving more to banks",0,"Risk2"
"interimstep",0,"Risk2"
"intravenous sedation equipment",0,"Risk2"
"intrest rate reduction loan",0,"Risk2"
"invent",1,"Risk3"
"inventory",1,"Risk3"
"inventory financing",0,"Risk2"
"inventory purchases",0,"Risk2"
"invest here! reliable borrower",0,"Risk2"
"invest in a business with a track record",0,"Risk2"
"invest in forclosures",0,"Risk2"
"invest in me",0,"Risk2"
"invest in me please",0,"Risk2"
"invest in son & daughter in law's bus.",1,"Risk3"
"invest w/ confidence -  personal loan",0,"Risk2"
"invest with high return",0,"Risk2"
"investing in a lifetime",0,"Risk2"
"investing in my home pays!",0,"Risk2"
"investing in residential land",0,"Risk2"
"investment",0,"Risk2"
"investment balloon payoff",0,"Risk2"
"investment for my future",0,"Risk2"
"investment funds",0,"Risk2"
"investment loan",0.5,"Risk3"
"investment opportunity",0,"Risk2"
"investment properties rehab",1,"Risk3"
"investment property",0,"Risk2"
"investment purposes",1,"Risk3"
"investor",1,"Risk3"
"investor/lender needs loan for japan trip",0,"Risk2"
"investors unique title",0,"Risk2"
"ioioitsofftoworkigo",0,"Risk2"
"irs",0,"Risk2"
"irs - all verification submitted",0,"Risk2"
"irs and hospital bill",1,"Risk3"
"irs bill freedom",0,"Risk2"
"irs debt",0,"Risk2"
"irs loan",0,"Risk2"
"irs payoff",1,"Risk3"
"is lending loan",0,"Risk2"
"isabella",0,"Risk2"
"it franchise purchase",0,"Risk2"
"it's my money and i want it now",0,"Risk2"
"it's my time",0,"Risk2"
"it's time",1,"Risk3"
"its a new day, its a new dawn.",1,"Risk3"
"itsnow",1,"Risk3"
"ivf cycle",0,"Risk2"
"jack",0,"Risk2"
"jacuzzi loan",0,"Risk2"
"jaguar x-type (winter driver)",0,"Risk2"
"james",0,"Risk2"
"james crockett's debt consolidate",0,"Risk2"
"james purchase",0,"Risk2"
"jamie cc loan",0,"Risk2"
"jan2013consolidation",0,"Risk2"
"january 2009 refinance",0,"Risk2"
"january 2011",0,"Risk2"
"january 2011 loan",0,"Risk2"
"january 2013",1,"Risk3"
"january 23, 2010",0,"Risk2"
"jaskel",1,"Risk3"
"jason june losn",0,"Risk2"
"jason s",0,"Risk2"
"jason-melinda",0,"Risk2"
"jay c",0,"Risk2"
"jb debt consolidation",0,"Risk2"
"jb treatment loan",0,"Risk2"
"jbs rehab",0,"Risk2"
"jc loan",0,"Risk2"
"jdf enterprises",0,"Risk2"
"jdm auto loan",0,"Risk2"
"jds loan",0,"Risk2"
"jeep",0,"Risk2"
"jeep loan",0,"Risk2"
"jeep purchase loan",0,"Risk2"
"jeep srt-8 pay off loan",1,"Risk3"
"jenny's purchase loan",0,"Risk2"
"jeremy's loan",1,"Risk3"
"jessica's loan",0,"Risk2"
"jet ski",1,"Risk3"
"jet skis",0,"Risk2"
"jetta",0,"Risk2"
"jg consolidation",0,"Risk2"
"jill",0,"Risk2"
"jim",0,"Risk2"
"jkk debt consolidation",0,"Risk2"
"jm's get out of debt",0,"Risk2"
"jmoney line",0,"Risk2"
"job relocation",0,"Risk2"
"job transition debt",0,"Risk2"
"joey's & courtney's wedding",0,"Risk2"
"john's loan",0,"Risk2"
"johns debt consolidation",0,"Risk2"
"johnson consolidation",0,"Risk2"
"jordiana",0,"Risk2"
"jose is looking for financial help",0,"Risk2"
"joseph stroud loan",0,"Risk2"
"josh",1,"Risk3"
"jrw debt consolidation",0,"Risk2"
"jterry715",0,"Risk2"
"judy",0,"Risk2"
"julies personal account",0,"Risk2"
"jump start",0,"Risk2"
"jump start to a new year",0,"Risk2"
"jumpstart",0.5,"Risk3"
"june application",0,"Risk2"
"junior",1,"Risk3"
"just a little help needed",0,"Risk2"
"just consolidate",0,"Risk2"
"just got promoted",0,"Risk2"
"just graduated ready to consolidate",0,"Risk2"
"just in case",0,"Risk2"
"just in time",0.5,"Risk3"
"just married software executives",0,"Risk2"
"just moved - consolidating moving costs",0,"Risk2"
"just moved to ohio",1,"Risk3"
"just need a boost for my amex bill",0,"Risk2"
"just need a little help for a boat",0,"Risk2"
"just need to pay off  little bills",0,"Risk2"
"just need to pay off bills in one payment",0,"Risk2"
"just one bill now",0,"Risk2"
"just one payment",0,"Risk2"
"just what i need",0,"Risk2"
"just what i needed",0,"Risk2"
"justdigitloan",0,"Risk2"
"justforme",1,"Risk3"
"justhelpmeout",0,"Risk2"
"justin z consolidation loan",0,"Risk2"
"justins consolidate",0,"Risk2"
"justintime",0,"Risk2"
"justmineforit",1,"Risk3"
"k & c weddings",1,"Risk3"
"kal n cindy",0,"Risk2"
"karlasmedfund",1,"Risk3"
"kart loan",0,"Risk2"
"katie",0,"Risk2"
"kawasaki teryx",0,"Risk2"
"kee debt consolidation",0,"Risk2"
"keeping credit score good",0,"Risk2"
"keeping head above water",0,"Risk2"
"keeping it together",0,"Risk2"
"keeping the twins in the yard",1,"Risk3"
"keepitsimple2013",0,"Risk2"
"kelli's debt free plan",0,"Risk2"
"kelly",1,"Risk3"
"kern debt consolidation",0,"Risk2"
"kerrys loan",0,"Risk2"
"ketchup up",1,"Risk3"
"kevins loan",0,"Risk2"
"keywest",0,"Risk2"
"kichen and ac",0,"Risk2"
"kicking debt to the curb",0,"Risk2"
"kickstarter to debt payoff!",0,"Risk2"
"kill debt",0,"Risk2"
"kill my credit card debt!",0,"Risk2"
"kill my debt!",0,"Risk2"
"kill the black card",0,"Risk2"
"kill the visas",0,"Risk2"
"killdebt",1,"Risk3"
"killed credit cards!",0,"Risk2"
"killer credit card interest rates!!!!!!",1,"Risk3"
"killing high interest cards",0,"Risk2"
"killing more debt, gaining more freedom",0,"Risk2"
"kindness",0,"Risk2"
"kissin' the mastercard goodbye! shouldn't of raised your interest rate so high!!",0,"Risk2"
"kitchen",0.2,"Risk3"
"kitchen and bath",0,"Risk2"
"kitchen and bathroom remodel",0,"Risk2"
"kitchen and cards",0,"Risk2"
"kitchen and carpet",0,"Risk2"
"kitchen bath remodeling",0,"Risk2"
"kitchen cabinets",0,"Risk2"
"kitchen counter top must...",0,"Risk2"
"kitchen improvement",0.5,"Risk3"
"kitchen loan",0,"Risk2"
"kitchen paydown",0,"Risk2"
"kitchen project",0,"Risk2"
"kitchen project 2012",0,"Risk2"
"kitchen remodel",0,"Risk2"
"kitchen remodel project",0,"Risk2"
"kitchen remodel!",1,"Risk3"
"kitchen remodel/overdue vacation",0,"Risk2"
"kitchen renevotation",0,"Risk2"
"kitchen renewal",1,"Risk3"
"kitchen renovation",0,"Risk2"
"kitchen repairs",0,"Risk2"
"kitchen upgrade",0,"Risk2"
"kitchenremodel",0,"Risk2"
"kitten",0,"Risk2"
"knfrempong home improvement loan",0,"Risk2"
"knocking out my debt!",0,"Risk2"
"knocking them out",0,"Risk2"
"knucklehead5",0,"Risk2"
"konsolidation",0,"Risk2"
"koons",0,"Risk2"
"kristin",1,"Risk3"
"ktm",0,"Risk2"
"ktt",1,"Risk3"
"kuldeep",0,"Risk2"
"kurtis",1,"Risk3"
"lady417",1,"Risk3"
"lake cabin",0,"Risk2"
"lake front home remodel",0,"Risk2"
"lake home",0,"Risk2"
"lake tahoe",0,"Risk2"
"land",0,"Risk2"
"land improvement",0,"Risk2"
"land loan",0,"Risk2"
"land purchase",0,"Risk2"
"land purchase to build home",0,"Risk2"
"landscap",1,"Risk3"
"landscape",0,"Risk2"
"landscaping",0,"Risk2"
"landscaping & consolidation",0,"Risk2"
"landscaping loan",0,"Risk2"
"landslide",0,"Risk2"
"laon123",1,"Risk3"
"large item purchase loan",0,"Risk2"
"large purchase",0.5,"Risk3"
"larry's loan",0,"Risk2"
"larrys loan",0,"Risk2"
"last credit card refinance",0,"Risk2"
"last debt",0,"Risk2"
"last loan",0,"Risk2"
"last loan ever",0,"Risk2"
"last step to being debt-free",0,"Risk2"
"lastloan",0,"Risk2"
"lastone",0,"Risk2"
"late for the sky",0,"Risk2"
"later credit cards!",0,"Risk2"
"laundromat",0,"Risk2"
"laura",0,"Risk2"
"laura's motorcycle",0,"Risk2"
"law firm",0,"Risk2"
"lawn care",0,"Risk2"
"lawyer",0,"Risk2"
"lawyer expenses",0,"Risk2"
"lawyer fee",0,"Risk2"
"lawyer fees",0,"Risk2"
"lawyer refinancing higher rate debt",0,"Risk2"
"lawyer/court fees",1,"Risk3"
"lc",0,"Risk2"
"lc cc consolidation",0,"Risk2"
"lc cc pymt",0,"Risk2"
"lc consolidation",0,"Risk2"
"lc dbtl1",0,"Risk2"
"lc debt consol loan",0,"Risk2"
"lc debt consolidation",0,"Risk2"
"lc debt consolidaton",0,"Risk2"
"lc debtcon",0,"Risk2"
"lc high interest debt consolidation",0,"Risk2"
"lc loan",0.111111111111111,"Risk3"
"lc loan 101",0,"Risk2"
"lc loan 11/22/11",0,"Risk2"
"lc loan 2",0,"Risk2"
"lc personal loan",0,"Risk2"
"lc refi",0,"Risk2"
"lc1",0,"Risk2"
"lcloan",0.5,"Risk3"
"lcpayoff",0,"Risk2"
"leah's surgery fund",0,"Risk2"
"learned lesson",0,"Risk2"
"learned my lesson",0,"Risk2"
"learned my lessons, repair my finances",0,"Risk2"
"learning and training",0,"Risk2"
"lease overlap period",0,"Risk2"
"leaving credit cards behind",0,"Risk2"
"legal",0.5,"Risk3"
"legal expenses",1,"Risk3"
"legal fees",0,"Risk2"
"legal loan",0,"Risk2"
"lend",0.5,"Risk3"
"lend club",0,"Risk2"
"lend me money",0,"Risk2"
"lend money",0,"Risk2"
"lendclub consolidate",1,"Risk3"
"lenderloan",0,"Risk2"
"lenders club",0,"Risk2"
"lenders consolidation",0,"Risk2"
"lenders loan",1,"Risk3"
"lending club",0.108695652173913,"Risk3"
"lending club 1",0,"Risk2"
"lending club 2",0.2,"Risk3"
"lending club 7-08-10",0,"Risk2"
"lending club balance and irs balance",0,"Risk2"
"lending club consolidate",0,"Risk2"
"lending club consolidation",0,"Risk2"
"lending club consolidation loan",0,"Risk2"
"lending club debt consolidation",0,"Risk2"
"lending club help",1,"Risk3"
"lending club is a great service!!!",0,"Risk2"
"lending club load",0.5,"Risk3"
"lending club loan",0.138888888888889,"Risk3"
"lending club loan - november 2010",1,"Risk3"
"lending club loan 2",0,"Risk2"
"lending club loan may 2013",1,"Risk3"
"lending club payoff",1,"Risk3"
"lending club personal loan",1,"Risk3"
"lending club quote #1",0,"Risk2"
"lending club refi",0,"Risk2"
"lending club refinance",0,"Risk2"
"lending club success",0,"Risk2"
"lending clubs debt breaker",1,"Risk3"
"lending debt consolidation",0,"Risk2"
"lending hands",0,"Risk2"
"lending help",0,"Risk2"
"lending loan",0.166666666666667,"Risk3"
"lending tree",1,"Risk3"
"lending tree 36 mo. loan",1,"Risk3"
"lending tree consolidation",0,"Risk2"
"lending tree loan",0,"Risk2"
"lendingclub",0.285714285714286,"Risk3"
"lendingclub 1",0,"Risk2"
"lendingclub consolidation",0,"Risk2"
"lendingclub consolidation loan",0,"Risk2"
"lendingclub loan",0.333333333333333,"Risk3"
"lendingclub loan #1",0,"Risk2"
"lendingclub personal loan",0,"Risk2"
"lendingclub1",0,"Risk2"
"lendingclubloan",0.333333333333333,"Risk3"
"lendingcluboffer",1,"Risk3"
"lendinghelp",0,"Risk2"
"lendingloan",0,"Risk2"
"lendng club",0,"Risk2"
"less bills",0,"Risk2"
"less debt",0,"Risk2"
"less interest",0,"Risk2"
"less interest loan",0,"Risk2"
"less mail",0,"Risk2"
"less payments",0,"Risk2"
"less stress loan",0,"Risk2"
"lessons learned",1,"Risk3"
"lessons learned 101",1,"Risk3"
"let's get ahead loan",0,"Risk2"
"letmein",0,"Risk2"
"lets get it done",0,"Risk2"
"lets get this all in one",1,"Risk3"
"lets go debt free",0,"Risk2"
"lexicondevil75@gmail.com",1,"Risk3"
"lexus",0,"Risk2"
"liabilites",0,"Risk2"
"liberator",0,"Risk2"
"liberty",0,"Risk2"
"libertyneeded",0,"Risk2"
"life",0.285714285714286,"Risk3"
"life achievement",0,"Risk2"
"life advancement debt consolidation",0,"Risk2"
"life back smile",0,"Risk2"
"life change",0,"Risk2"
"life change 2",0,"Risk2"
"life changing",1,"Risk3"
"life changing loan",0.333333333333333,"Risk3"
"life changing surgery",0,"Risk2"
"life event celebration",0,"Risk2"
"life improvement",0,"Risk2"
"life improvement loan",0,"Risk2"
"life jacket",0,"Risk2"
"life loan",0,"Risk2"
"life on life's terms",0,"Risk2"
"life on track",0,"Risk2"
"life reset",0,"Risk2"
"life saver",0,"Risk2"
"life saver loan",0,"Risk2"
"life simplification",0,"Risk2"
"life with one payment.  new beginning",0,"Risk2"
"life worth living",0,"Risk2"
"lifejacket",1,"Risk3"
"lifesaver",0,"Risk2"
"lifesaver loan",0,"Risk2"
"light at end of tunnel",0,"Risk2"
"light at the end",0,"Risk2"
"light at the end of the tunnel",0.333333333333333,"Risk3"
"lighten the load",0,"Risk2"
"lighting, motion detectors for property",0,"Risk2"
"limo loan",0,"Risk2"
"linda's life saver",0,"Risk2"
"liquor store",0,"Risk2"
"little push",0,"Risk2"
"littlehelpplease",0,"Risk2"
"live n learn",0,"Risk2"
"live well",0,"Risk2"
"livedebtfree4me",1,"Risk3"
"liverpool",0,"Risk2"
"livewire",0,"Risk2"
"living life",0,"Risk2"
"living room remodel",0,"Risk2"
"liz's loan for family emergencies",0,"Risk2"
"load off loan",0,"Risk2"
"loam",0,"Risk2"
"loan",0.183783783783784,"Risk3"
"loan # 1",0,"Risk2"
"loan #2",0,"Risk2"
"loan 1",0.1,"Risk3"
"loan 1.1",0,"Risk2"
"loan 11/06/12",0,"Risk2"
"loan 2",0,"Risk2"
"loan 2010",0,"Risk2"
"loan 2012",0.25,"Risk3"
"loan 2013",0,"Risk2"
"loan 3k",0,"Risk2"
"loan a",0,"Risk2"
"loan app",0,"Risk2"
"loan assistance",0,"Risk2"
"loan b",0,"Risk2"
"loan colidation",0,"Risk2"
"loan collision",0,"Risk2"
"loan cons",0,"Risk2"
"loan consiladate",0,"Risk2"
"loan consildation",0,"Risk2"
"loan consol",0,"Risk2"
"loan consolidate",0.5,"Risk3"
"loan consolidation",0.155555555555556,"Risk3"
"loan consolidation 2012",0,"Risk2"
"loan consolidation at lower rate",0,"Risk2"
"loan consolidation!! thank you!!",0,"Risk2"
"loan consult",0,"Risk2"
"loan cosolidation",0,"Risk2"
"loan em up",0,"Risk2"
"loan for a cpa",0,"Risk2"
"loan for accumulated bills",0,"Risk2"
"loan for bills",0,"Risk2"
"loan for business",0,"Risk2"
"loan for car",0,"Risk2"
"loan for cc",0,"Risk2"
"loan for complete advertising start up",0,"Risk2"
"loan for consolidation",0,"Risk2"
"loan for continuing education",0,"Risk2"
"loan for credit card debt consolidation",0,"Risk2"
"loan for credit card pay off",0,"Risk2"
"loan for credit card refinance",0,"Risk2"
"loan for credit cards",1,"Risk3"
"loan for debt",0,"Risk2"
"loan for debt conslidation",1,"Risk3"
"loan for debt consolidation",0,"Risk2"
"loan for expenses",0,"Risk2"
"loan for financial recovery",0,"Risk2"
"loan for good cause",0,"Risk2"
"loan for home repair credit card pay off",1,"Risk3"
"loan for major automotive repair",0,"Risk2"
"loan for me",0,"Risk2"
"loan for moms headstone",0,"Risk2"
"loan for my business",0,"Risk2"
"loan for our 1st investment",0,"Risk2"
"loan for our wedding expenses",0,"Risk2"
"loan for savings at low rates",0,"Risk2"
"loan for school",0,"Risk2"
"loan for taxes",0.5,"Risk3"
"loan for truck",0,"Risk2"
"loan for various things",0,"Risk2"
"loan for vehicle purchase",0,"Risk2"
"loan for visa",0,"Risk2"
"loan fred",0,"Risk2"
"loan from lending tree",0,"Risk2"
"loan funder",1,"Risk3"
"loan funding",1,"Risk3"
"loan gratitude",0,"Risk2"
"loan helper",0,"Risk2"
"loan ii",0,"Risk2"
"loan is to pay hospital bills",0,"Risk2"
"loan me",1,"Risk3"
"loan mod for cards",0,"Risk2"
"loan needed",0.5,"Risk3"
"loan needed asap",0,"Risk2"
"loan needed for career change",0,"Risk2"
"loan needed for moving expenses",0,"Risk2"
"loan number 2",0,"Risk2"
"loan number one",0,"Risk2"
"loan offer",0,"Risk2"
"loan one",0,"Risk2"
"loan ops",0,"Risk2"
"loan package",1,"Risk3"
"loan pay down",0,"Risk2"
"loan pay off",0,"Risk2"
"loan payback",1,"Risk3"
"loan paydown",0,"Risk2"
"loan payment",0,"Risk2"
"loan payoff",0.4,"Risk3"
"loan payoffs",0,"Risk2"
"loan reduction",0,"Risk2"
"loan refiance",0,"Risk2"
"loan refinance",0,"Risk2"
"loan repayment",0,"Risk2"
"loan request",0,"Risk2"
"loan required to finish a house purchase",1,"Risk3"
"loan squash",1,"Risk3"
"loan through july 2013",0,"Risk2"
"loan to a physician",0,"Risk2"
"loan to buy antique to sell",0,"Risk2"
"loan to buy car",0,"Risk2"
"loan to clear old debt & buy used truck",0,"Risk2"
"loan to close chase & target visa's",0,"Risk2"
"loan to consolidate my bills",0,"Risk2"
"loan to cover moving expenses in nyc",0,"Risk2"
"loan to eliminate higher interest debt",0,"Risk2"
"loan to help my family",0,"Risk2"
"loan to pay back father-in-law",0,"Risk2"
"loan to pay off 2 credit cards!",0,"Risk2"
"loan to pay off car/credit bills",0,"Risk2"
"loan to pay off my cards in 1 yr less!",0,"Risk2"
"loan to pay off my credit cards",0,"Risk2"
"loan to pay off small medial bills",1,"Risk3"
"loan to payoff car and two cred cards",0,"Risk2"
"loan to payoff credit card debt",0,"Risk2"
"loan to payoff existing credit cards",0,"Risk2"
"loan to payoff some debt",0,"Risk2"
"loan to purchase land in reno",0,"Risk2"
"loan to refinance credit cards",0,"Risk2"
"loan to success",0,"Risk2"
"loan to supplement engagement ring expense",0,"Risk2"
"loan two",0,"Risk2"
"loan v",0,"Risk2"
"loan#1",1,"Risk3"
"loan-1",0,"Risk2"
"loan-a",0,"Risk2"
"loan-sept-2012",1,"Risk3"
"loan01",0,"Risk2"
"loan1",0.227272727272727,"Risk3"
"loan2",0,"Risk2"
"loan2012",0,"Risk2"
"loan2013",0,"Risk2"
"loan412",0,"Risk2"
"loan4debt",0,"Risk2"
"loan4payoff",0,"Risk2"
"loan5003",0,"Risk2"
"loan9/2012",0,"Risk2"
"loan90",0,"Risk2"
"loan_one",0,"Risk2"
"loanattempt2",0,"Risk2"
"loanclub 2011",1,"Risk3"
"loaney",0,"Risk2"
"loanfordebtconsolidation",0,"Risk2"
"loanforme",0,"Risk2"
"loanhelp",0,"Risk2"
"loanloan",0,"Risk2"
"loanme",0,"Risk2"
"loanone",0,"Risk2"
"loanpayoff",0,"Risk2"
"loans plus",0,"Risk2"
"loe startup funds",0,"Risk2"
"loft/moving expenses",1,"Risk3"
"logcabin",0,"Risk2"
"loghouse",0,"Risk2"
"lonemoney",0,"Risk2"
"long term loan",0,"Risk2"
"long time credit card",0,"Risk2"
"looking for better apr on my credit card",0,"Risk2"
"looking for low interest loan",0,"Risk2"
"looking for that good ol loan",0,"Risk2"
"looking forward for the future",1,"Risk3"
"looking into consolidating my debt",0,"Risk2"
"looking to consolidate",0,"Risk2"
"looking to consolidate some debt.",1,"Risk3"
"looking to paying off credit cards.",0,"Risk2"
"looking to the furture",0,"Risk2"
"lori's personal loan",0,"Risk2"
"los $1800",0,"Risk2"
"lose debt",0,"Risk2"
"lose some cards",0,"Risk2"
"lose that debt!",0,"Risk2"
"losn for bills",0,"Risk2"
"louie",0,"Risk2"
"louisiana purchase",0,"Risk2"
"love and life",0,"Risk2"
"love being me",1,"Risk3"
"love help",0,"Risk2"
"love my new bathroom",0,"Risk2"
"love my place",0,"Risk2"
"love to be free",0,"Risk2"
"love you",0,"Risk2"
"loveloan",0,"Risk2"
"lovely",1,"Risk3"
"loving me",0,"Risk2"
"low & sweet",1,"Risk3"
"low debt",1,"Risk3"
"low interest debt consolidation",0,"Risk2"
"low payment",0,"Risk2"
"low rate loan",0,"Risk2"
"low risk",0,"Risk2"
"low risk - great rewards",0,"Risk2"
"low-risk debt consolidation loan",0,"Risk2"
"lower",0,"Risk2"
"lower apr loan",0,"Risk2"
"lower apr needed on debt",0,"Risk2"
"lower bills",0,"Risk2"
"lower credit card balance",0,"Risk2"
"lower credit card rates and pay off",0,"Risk2"
"lower debt in 3 years!",0,"Risk2"
"lower debt interest rate",0,"Risk2"
"lower interest",0.2,"Risk3"
"lower interest -may 2013",0,"Risk2"
"lower interest and consolidation",0,"Risk2"
"lower interest consolidation",0,"Risk2"
"lower interest credit card loan",0,"Risk2"
"lower interest debt consolidation",0,"Risk2"
"lower interest loan",0,"Risk2"
"lower interest rate",0,"Risk2"
"lower interest rate loan",0,"Risk2"
"lower interest rate on personal loan",0,"Risk2"
"lower interest rate personal loan",0,"Risk2"
"lower interest rates",0,"Risk2"
"lower interest rates / home improvements",0,"Risk2"
"lower interest soon debt free",0,"Risk2"
"lower interest win-win",0,"Risk2"
"lower interest, save more money.",0,"Risk2"
"lower interst cc",0,"Risk2"
"lower intrest",0.5,"Risk3"
"lower intrest rate.",1,"Risk3"
"lower intrest rates pay off car",0,"Risk2"
"lower lending club",0,"Risk2"
"lower level",0,"Risk2"
"lower monthly output",0,"Risk2"
"lower monthly payments",0.5,"Risk3"
"lower my credit cards",0,"Risk2"
"lower my credit cards!",0,"Risk2"
"lower my debt",0,"Risk2"
"lower my existing lending club payment",0,"Risk2"
"lower my interest",0,"Risk2"
"lower my interest rate",0.5,"Risk3"
"lower my interest rates",0,"Risk2"
"lower my interest rates.",0,"Risk2"
"lower my interest to pay off debts fast",0,"Risk2"
"lower my intrest",0,"Risk2"
"lower my monthly payment!",0,"Risk2"
"lower my monthly payments",0,"Risk2"
"lower my monthy payment",0,"Risk2"
"lower my morgage",0,"Risk2"
"lower my payment",0,"Risk2"
"lower my payments",0.25,"Risk3"
"lower my rate",0,"Risk2"
"lower my rate and combine all loans",0,"Risk2"
"lower my rate consolidation",0,"Risk2"
"lower payment",1,"Risk3"
"lower payment - more possibilities",1,"Risk3"
"lower payments",0.333333333333333,"Risk3"
"lower rate",0,"Risk2"
"lower rate 78",0,"Risk2"
"lower rate consolidation",0,"Risk2"
"lower rate for 36 month cc payoff",0,"Risk2"
"lower rate loan",0,"Risk2"
"lower rate loan consolidation",0,"Risk2"
"lower rate of existing lending club loan",0,"Risk2"
"lower rate on closed citi credit card",0,"Risk2"
"lower rate vs credit card",1,"Risk3"
"lower rates",0,"Risk2"
"lower rates on my high interest card!",0,"Risk2"
"lower risk ready",0,"Risk2"
"lower that debt!",0,"Risk2"
"lower the interest loan rate",0,"Risk2"
"lower together",1,"Risk3"
"lower utilization !",0,"Risk2"
"lowerbill",0,"Risk2"
"lowering car rate and moving",0,"Risk2"
"lowering interest",0,"Risk2"
"lowering interest on debt ;)",0,"Risk2"
"lowering interest rate",0,"Risk2"
"lowering interest rates",0,"Risk2"
"lowering my aprs",0,"Risk2"
"lowering my debt",0,"Risk2"
"lowering my interest rate",0,"Risk2"
"lowering my monthly payments",0,"Risk2"
"lowering the interest rate",0,"Risk2"
"lowerinterestrate",0,"Risk2"
"lowerinterestrates",1,"Risk3"
"lowermybills",0,"Risk2"
"lowerpayments2012",0,"Risk2"
"lowerrate",0,"Risk2"
"lowerrateloan",0,"Risk2"
"lowerratemeanseasiertogetoutofdebt!",0,"Risk2"
"lsa airplane purchase",0,"Risk2"
"lucky",0,"Risk2"
"lucky one",0,"Risk2"
"luckynumber",0,"Risk2"
"luisa's debt consolidation loan",0,"Risk2"
"lump credit cards",0,"Risk2"
"lump it together",0,"Risk2"
"lumping some bills together, thanks!",0,"Risk2"
"luvknuckles",1,"Risk3"
"m35a truck",1,"Risk3"
"mac",0,"Risk2"
"mac computer",1,"Risk3"
"maid for you",0,"Risk2"
"main",0,"Risk2"
"main home improvements",0,"Risk2"
"main loan",0.333333333333333,"Risk3"
"main one refinacial",0,"Risk2"
"main street",1,"Risk3"
"maine getaway",1,"Risk3"
"major",0,"Risk2"
"major debt consolidation",0.5,"Risk3"
"major expenses",0,"Risk2"
"major loan",0.666666666666667,"Risk3"
"major purchace",0,"Risk2"
"major purchase",0.126262626262626,"Risk3"
"major purchase - new home",0,"Risk2"
"major purchase for car",0,"Risk2"
"major purchase loan",0.2,"Risk3"
"major purchase( car maintenance)",0,"Risk2"
"major purchase, debt refinance loan",0,"Risk2"
"major purchase/consolidated credit cards",0,"Risk2"
"major purchase/consolidation",0,"Risk2"
"major purchases",0,"Risk2"
"major_purchase",0,"Risk2"
"majorpurchase",0,"Risk2"
"make all those credit cards one payment!",0,"Risk2"
"make home wheelchair accessible",0,"Risk2"
"make it happen",0,"Risk2"
"make it so!!!",0,"Risk2"
"make life easyer",0,"Risk2"
"make money easily",0,"Risk2"
"make money off my debt consolidation",1,"Risk3"
"make my life easier",0,"Risk2"
"make sense of the world",0,"Risk2"
"makeover",0,"Risk2"
"makes good sense and build credit to",0,"Risk2"
"makeup",0,"Risk2"
"making a difference",0,"Risk2"
"making a diffrence",0,"Risk2"
"making a happy family",0,"Risk2"
"making dreams come true",0,"Risk2"
"making due",0,"Risk2"
"making good on some debts",0,"Risk2"
"making it better",0,"Risk2"
"making it simple loan",0,"Risk2"
"making it work",0,"Risk2"
"making life easier",0,"Risk2"
"making my honeymoon possible",0,"Risk2"
"making my way to the top, 1st step....",1,"Risk3"
"making the change",0,"Risk2"
"making the right decision",0,"Risk2"
"making things happen",0,"Risk2"
"making things right",0,"Risk2"
"making things right!",0,"Risk2"
"makingitwork",1,"Risk3"
"manage debt",1,"Risk3"
"manage money",0,"Risk2"
"manage my debt",0,"Risk2"
"managing debt",1,"Risk3"
"managing my debts right",0,"Risk2"
"managing my finances",0,"Risk2"
"mango tango",0,"Risk2"
"march 2013",0,"Risk2"
"march2012",0,"Risk2"
"mark and julie's wedding",0,"Risk2"
"market bamboo furniture",0,"Risk2"
"marketing & ops startup",0,"Risk2"
"marketing and expansion",1,"Risk3"
"marketing expenses",0,"Risk2"
"marketing small business loan",0,"Risk2"
"markfree48",0,"Risk2"
"marna loan",0,"Risk2"
"marriage",0,"Risk2"
"martins",1,"Risk3"
"mary kay",0,"Risk2"
