"x1","home_is_rent","grade","risco_zip_code_bin","default","dti_disc","installment_disc","last_fico_range_high_disc","loan_amnt_disc","mo_sin_old_rev_tl_op_disc","annual_inc_disc","fico_range_low_disc"
127537,"yes","C","Risk2","no","(17.6,23.8]","[23.4,266]","(624,689]","[1e+03,1e+04]","(168,234]","[3e+03,4.54e+04]","(670,685]"
56747,"yes","E","Risk3","no","[0,12]","(384,579]","(689,734]","(1e+04,1.76e+04]","(168,234]","(4.54e+04,6.5e+04]","(685,705]"
182892,"no","D","Risk3","no","[0,12]","(266,384]","(734,850]","[1e+03,1e+04]","[3,120]","(4.54e+04,6.5e+04]","[660,670]"
97690,"no","A","Risk2","no","(17.6,23.8]","(384,579]","(624,689]","(1e+04,1.76e+04]","(120,168]","(4.54e+04,6.5e+04]","(705,845]"
102238,"yes","B","Risk1","no","(17.6,23.8]","[23.4,266]","[0,624]","[1e+03,1e+04]","(168,234]","[3e+03,4.54e+04]","(705,845]"
69109,"no","C","Risk2","no","[0,12]","(579,1.41e+03]","(624,689]","(1.76e+04,3.5e+04]","(168,234]","(9e+04,7.5e+06]","[660,670]"
54033,"no","B","Risk3","no","(12,17.6]","(579,1.41e+03]","(689,734]","(1.76e+04,3.5e+04]","(234,842]","(9e+04,7.5e+06]","(705,845]"
226525,"yes","C","Risk3","no","(17.6,23.8]","(384,579]","(624,689]","(1e+04,1.76e+04]","[3,120]","[3e+03,4.54e+04]","(670,685]"
24273,"yes","B","Risk1","no","(17.6,23.8]","[23.4,266]","(689,734]","[1e+03,1e+04]","(234,842]","(4.54e+04,6.5e+04]","(670,685]"
186639,"yes","A","Risk1","no","(12,17.6]","(266,384]","(734,850]","[1e+03,1e+04]","(120,168]","(9e+04,7.5e+06]","(705,845]"
85898,"no","E","Risk1","no","(12,17.6]","[23.4,266]","[0,624]","[1e+03,1e+04]","(168,234]","(6.5e+04,9e+04]","[660,670]"
192838,"no","C","Risk2","no","[0,12]","(579,1.41e+03]","(689,734]","(1.76e+04,3.5e+04]","(120,168]","(9e+04,7.5e+06]","(685,705]"
134607,"no","B","Risk3","no","[0,12]","[23.4,266]","(689,734]","[1e+03,1e+04]","(234,842]","[3e+03,4.54e+04]","(670,685]"
23442,"no","A","Risk3","no","(17.6,23.8]","[23.4,266]","(734,850]","[1e+03,1e+04]","(234,842]","(6.5e+04,9e+04]","[660,670]"
13150,"no","C","Risk3","no","(17.6,23.8]","(384,579]","(624,689]","(1.76e+04,3.5e+04]","(168,234]","[3e+03,4.54e+04]","(685,705]"
1583,"yes","B","Risk1","no","(17.6,23.8]","[23.4,266]","[0,624]","[1e+03,1e+04]","[3,120]","(6.5e+04,9e+04]","(670,685]"
9353,"no","A","Risk2","no","(12,17.6]","(266,384]","(734,850]","[1e+03,1e+04]","(234,842]","(6.5e+04,9e+04]","[660,670]"
75431,"no","A","Risk3","no","(23.8,40]","[23.4,266]","(624,689]","[1e+03,1e+04]","(168,234]","[3e+03,4.54e+04]","[660,670]"
165127,"no","A","Risk1","no","(12,17.6]","[23.4,266]","(734,850]","[1e+03,1e+04]","(234,842]","(4.54e+04,6.5e+04]","(705,845]"
48989,"yes","A","Risk1","no","(17.6,23.8]","(579,1.41e+03]","(624,689]","(1.76e+04,3.5e+04]","(168,234]","(4.54e+04,6.5e+04]","(685,705]"
128696,"no","B","Risk2","no","(23.8,40]","[23.4,266]","(734,850]","[1e+03,1e+04]","[3,120]","(4.54e+04,6.5e+04]","(705,845]"
66551,"yes","C","Risk2","no","[0,12]","[23.4,266]","(624,689]","[1e+03,1e+04]","[3,120]","[3e+03,4.54e+04]","(670,685]"
108714,"yes","C","Risk1","no","(23.8,40]","[23.4,266]","(734,850]","[1e+03,1e+04]","[3,120]","[3e+03,4.54e+04]","(670,685]"
41132,"no","B","Risk2","no","(23.8,40]","(384,579]","(624,689]","(1.76e+04,3.5e+04]","(168,234]","(9e+04,7.5e+06]","(685,705]"
90443,"no","F","Risk3","no","[0,12]","(384,579]","(734,850]","(1e+04,1.76e+04]","[3,120]","(4.54e+04,6.5e+04]","(670,685]"
144489,"no","B","Risk3","no","(23.8,40]","(384,579]","(734,850]","(1.76e+04,3.5e+04]","(168,234]","(4.54e+04,6.5e+04]","(705,845]"
234193,"yes","A","Risk1","no","(17.6,23.8]","(384,579]","(689,734]","(1e+04,1.76e+04]","(168,234]","(6.5e+04,9e+04]","(685,705]"
93995,"yes","C","Risk2","no","(17.6,23.8]","(384,579]","(689,734]","(1e+04,1.76e+04]","[3,120]","(4.54e+04,6.5e+04]","(670,685]"
159166,"no","E","Risk3","yes","(23.8,40]","(266,384]","[0,624]","[1e+03,1e+04]","(168,234]","[3e+03,4.54e+04]","[660,670]"
160773,"no","A","Risk2","no","[0,12]","(579,1.41e+03]","(734,850]","(1.76e+04,3.5e+04]","[3,120]","(6.5e+04,9e+04]","(705,845]"
138773,"yes","A","Risk2","no","(17.6,23.8]","(384,579]","(734,850]","(1e+04,1.76e+04]","(120,168]","(9e+04,7.5e+06]","(705,845]"
26222,"no","A","Risk2","no","[0,12]","(579,1.41e+03]","(734,850]","(1.76e+04,3.5e+04]","(120,168]","(9e+04,7.5e+06]","(670,685]"
124294,"no","B","Risk1","no","(12,17.6]","[23.4,266]","[0,624]","[1e+03,1e+04]","(168,234]","(4.54e+04,6.5e+04]","(705,845]"
58948,"no","A","Risk2","no","(17.6,23.8]","(579,1.41e+03]","(689,734]","(1.76e+04,3.5e+04]","(168,234]","(9e+04,7.5e+06]","(705,845]"
206785,"no","A","Risk3","no","[0,12]","(266,384]","(624,689]","(1e+04,1.76e+04]","[3,120]","[3e+03,4.54e+04]","(705,845]"
129294,"no","B","Risk3","no","[0,12]","[23.4,266]","(624,689]","[1e+03,1e+04]","(120,168]","(6.5e+04,9e+04]","(685,705]"
107018,"yes","C","Risk3","yes","(17.6,23.8]","(384,579]","[0,624]","(1e+04,1.76e+04]","[3,120]","(4.54e+04,6.5e+04]","[660,670]"
188276,"yes","B","Risk1","yes","(12,17.6]","(266,384]","[0,624]","[1e+03,1e+04]","(168,234]","(6.5e+04,9e+04]","(685,705]"
218062,"no","C","Risk2","no","(17.6,23.8]","(384,579]","(624,689]","(1e+04,1.76e+04]","(234,842]","(9e+04,7.5e+06]","(685,705]"
65554,"no","B","Risk3","no","(17.6,23.8]","(579,1.41e+03]","(624,689]","(1.76e+04,3.5e+04]","(234,842]","(9e+04,7.5e+06]","(685,705]"
175478,"no","C","Risk3","no","(23.8,40]","(579,1.41e+03]","(624,689]","(1.76e+04,3.5e+04]","(168,234]","(6.5e+04,9e+04]","(685,705]"
161964,"no","B","Risk2","no","[0,12]","(384,579]","(689,734]","(1e+04,1.76e+04]","(234,842]","(6.5e+04,9e+04]","[660,670]"
63536,"yes","B","Risk2","yes","(23.8,40]","(266,384]","(624,689]","(1.76e+04,3.5e+04]","[3,120]","[3e+03,4.54e+04]","(670,685]"
46627,"no","D","Risk2","no","(23.8,40]","(384,579]","(689,734]","(1.76e+04,3.5e+04]","(234,842]","(4.54e+04,6.5e+04]","(685,705]"
177318,"yes","E","Risk2","no","(12,17.6]","(384,579]","(689,734]","(1e+04,1.76e+04]","(120,168]","[3e+03,4.54e+04]","(685,705]"
73564,"no","C","Risk2","no","(23.8,40]","[23.4,266]","(624,689]","(1e+04,1.76e+04]","(234,842]","(9e+04,7.5e+06]","(685,705]"
197287,"no","D","Risk1","no","(17.6,23.8]","(266,384]","(624,689]","(1e+04,1.76e+04]","(120,168]","[3e+03,4.54e+04]","(685,705]"
40810,"no","B","Risk2","yes","[0,12]","[23.4,266]","[0,624]","[1e+03,1e+04]","(234,842]","[3e+03,4.54e+04]","(670,685]"
161550,"no","B","Risk1","no","(17.6,23.8]","(384,579]","(734,850]","(1e+04,1.76e+04]","(168,234]","(6.5e+04,9e+04]","(670,685]"
140648,"yes","A","Risk1","no","(17.6,23.8]","(384,579]","(689,734]","(1e+04,1.76e+04]","[3,120]","(4.54e+04,6.5e+04]","(705,845]"
217871,"yes","D","Risk3","no","(17.6,23.8]","(266,384]","(624,689]","(1e+04,1.76e+04]","(168,234]","(6.5e+04,9e+04]","[660,670]"
5050,"no","B","Risk3","no","(12,17.6]","(384,579]","(624,689]","(1.76e+04,3.5e+04]","(234,842]","(4.54e+04,6.5e+04]","(685,705]"
165928,"no","E","Risk2","yes","(12,17.6]","(579,1.41e+03]","[0,624]","(1.76e+04,3.5e+04]","[3,120]","(4.54e+04,6.5e+04]","(685,705]"
120603,"no","C","Risk2","no","[0,12]","[23.4,266]","(624,689]","[1e+03,1e+04]","(168,234]","(9e+04,7.5e+06]","[660,670]"
222924,"no","C","Risk2","yes","(23.8,40]","(384,579]","[0,624]","(1e+04,1.76e+04]","[3,120]","(9e+04,7.5e+06]","[660,670]"
61157,"no","C","Risk1","yes","[0,12]","(384,579]","[0,624]","(1e+04,1.76e+04]","(234,842]","(4.54e+04,6.5e+04]","(685,705]"
112292,"no","D","Risk2","no","(12,17.6]","(384,579]","(689,734]","(1e+04,1.76e+04]","(168,234]","[3e+03,4.54e+04]","(670,685]"
167207,"no","C","Risk1","no","(17.6,23.8]","(579,1.41e+03]","(734,850]","(1.76e+04,3.5e+04]","(168,234]","(4.54e+04,6.5e+04]","(705,845]"
69577,"yes","D","Risk2","no","(23.8,40]","(579,1.41e+03]","(734,850]","(1.76e+04,3.5e+04]","(120,168]","(4.54e+04,6.5e+04]","(705,845]"
36378,"yes","C","Risk2","no","(17.6,23.8]","(384,579]","(624,689]","(1.76e+04,3.5e+04]","(168,234]","(6.5e+04,9e+04]","[660,670]"
111780,"yes","D","Risk3","no","(12,17.6]","(579,1.41e+03]","(734,850]","(1.76e+04,3.5e+04]","(120,168]","(6.5e+04,9e+04]","[660,670]"
99629,"no","A","Risk3","no","(23.8,40]","(384,579]","[0,624]","(1e+04,1.76e+04]","(234,842]","(9e+04,7.5e+06]","(685,705]"
135328,"yes","C","Risk1","no","(12,17.6]","[23.4,266]","(734,850]","[1e+03,1e+04]","[3,120]","(9e+04,7.5e+06]","[660,670]"
105537,"no","A","Risk3","yes","(17.6,23.8]","(266,384]","(624,689]","[1e+03,1e+04]","(234,842]","(4.54e+04,6.5e+04]","(705,845]"
73873,"yes","C","Risk1","yes","(12,17.6]","(266,384]","[0,624]","(1e+04,1.76e+04]","[3,120]","(6.5e+04,9e+04]","(670,685]"
18255,"no","B","Risk1","no","(12,17.6]","(384,579]","(689,734]","(1.76e+04,3.5e+04]","(234,842]","(4.54e+04,6.5e+04]","(705,845]"
72203,"no","E","Risk2","no","[0,12]","(579,1.41e+03]","(689,734]","(1.76e+04,3.5e+04]","(168,234]","(9e+04,7.5e+06]","(670,685]"
176074,"no","D","Risk2","no","(12,17.6]","(266,384]","(689,734]","(1e+04,1.76e+04]","(168,234]","(9e+04,7.5e+06]","(670,685]"
83414,"yes","E","Risk1","no","(12,17.6]","[23.4,266]","(689,734]","[1e+03,1e+04]","[3,120]","[3e+03,4.54e+04]","[660,670]"
69515,"no","E","Risk2","no","(12,17.6]","[23.4,266]","[0,624]","[1e+03,1e+04]","[3,120]","(6.5e+04,9e+04]","[660,670]"
77512,"yes","E","Risk1","yes","(23.8,40]","(266,384]","[0,624]","(1e+04,1.76e+04]","[3,120]","[3e+03,4.54e+04]","(670,685]"
2027,"no","B","Risk2","yes","(17.6,23.8]","(266,384]","[0,624]","[1e+03,1e+04]","(234,842]","(6.5e+04,9e+04]","[660,670]"
69510,"no","F","Risk3","yes","[0,12]","(579,1.41e+03]","[0,624]","(1.76e+04,3.5e+04]","[3,120]","(6.5e+04,9e+04]","[660,670]"
221197,"yes","D","Risk2","yes","(23.8,40]","(266,384]","[0,624]","[1e+03,1e+04]","(234,842]","(6.5e+04,9e+04]","[660,670]"
15788,"yes","B","Risk2","no","(23.8,40]","[23.4,266]","(689,734]","[1e+03,1e+04]","(234,842]","[3e+03,4.54e+04]","[660,670]"
207556,"no","C","Risk2","no","(12,17.6]","(266,384]","(689,734]","(1e+04,1.76e+04]","(168,234]","(4.54e+04,6.5e+04]","[660,670]"
53279,"no","C","Risk1","no","[0,12]","(579,1.41e+03]","(689,734]","(1.76e+04,3.5e+04]","[3,120]","(9e+04,7.5e+06]","(685,705]"
204730,"yes","A","Risk2","no","(17.6,23.8]","[23.4,266]","[0,624]","[1e+03,1e+04]","[3,120]","(6.5e+04,9e+04]","(670,685]"
51517,"yes","A","Risk2","no","(17.6,23.8]","[23.4,266]","(734,850]","[1e+03,1e+04]","(234,842]","(6.5e+04,9e+04]","(705,845]"
133311,"yes","B","Risk1","no","(17.6,23.8]","(384,579]","(624,689]","(1e+04,1.76e+04]","(120,168]","(6.5e+04,9e+04]","(670,685]"
51130,"yes","C","Risk2","no","(12,17.6]","[23.4,266]","(624,689]","[1e+03,1e+04]","[3,120]","[3e+03,4.54e+04]","(670,685]"
6782,"yes","C","Risk2","no","(23.8,40]","(266,384]","[0,624]","[1e+03,1e+04]","(120,168]","[3e+03,4.54e+04]","(705,845]"
126196,"no","C","Risk2","no","(12,17.6]","(266,384]","(624,689]","(1e+04,1.76e+04]","(120,168]","(9e+04,7.5e+06]","(705,845]"
148193,"no","C","Risk2","no","(17.6,23.8]","(579,1.41e+03]","(689,734]","(1.76e+04,3.5e+04]","(120,168]","(9e+04,7.5e+06]","(685,705]"
210085,"yes","B","Risk2","no","(17.6,23.8]","[23.4,266]","(624,689]","[1e+03,1e+04]","(120,168]","[3e+03,4.54e+04]","(685,705]"
29589,"yes","D","Risk1","yes","(12,17.6]","[23.4,266]","[0,624]","[1e+03,1e+04]","[3,120]","[3e+03,4.54e+04]","[660,670]"
123603,"no","A","Risk2","no","(17.6,23.8]","(579,1.41e+03]","(734,850]","(1.76e+04,3.5e+04]","[3,120]","(9e+04,7.5e+06]","(705,845]"
5838,"yes","F","Risk2","yes","(23.8,40]","(266,384]","[0,624]","[1e+03,1e+04]","[3,120]","[3e+03,4.54e+04]","(670,685]"
146662,"yes","C","Risk2","no","(12,17.6]","(579,1.41e+03]","(689,734]","(1.76e+04,3.5e+04]","[3,120]","(6.5e+04,9e+04]","(670,685]"
120756,"yes","E","Risk1","yes","(12,17.6]","(266,384]","[0,624]","(1e+04,1.76e+04]","(234,842]","(6.5e+04,9e+04]","[660,670]"
203002,"no","A","Risk1","no","(12,17.6]","(384,579]","(624,689]","(1e+04,1.76e+04]","[3,120]","(9e+04,7.5e+06]","(705,845]"
83226,"yes","D","Risk1","yes","(17.6,23.8]","(579,1.41e+03]","[0,624]","(1.76e+04,3.5e+04]","(234,842]","(6.5e+04,9e+04]","[660,670]"
134556,"no","D","Risk3","no","(17.6,23.8]","(579,1.41e+03]","(734,850]","(1.76e+04,3.5e+04]","(234,842]","(9e+04,7.5e+06]","(670,685]"
77740,"no","C","Risk1","no","[0,12]","(266,384]","(689,734]","[1e+03,1e+04]","(168,234]","(9e+04,7.5e+06]","(705,845]"
208337,"no","A","Risk3","no","(23.8,40]","[23.4,266]","(734,850]","[1e+03,1e+04]","(234,842]","[3e+03,4.54e+04]","(705,845]"
31844,"yes","D","Risk3","yes","[0,12]","[23.4,266]","(624,689]","[1e+03,1e+04]","[3,120]","[3e+03,4.54e+04]","(685,705]"
117783,"no","C","Risk1","no","[0,12]","(384,579]","(689,734]","(1e+04,1.76e+04]","(168,234]","(6.5e+04,9e+04]","(670,685]"
186576,"no","C","Risk2","no","(12,17.6]","(266,384]","[0,624]","[1e+03,1e+04]","(120,168]","(4.54e+04,6.5e+04]","(670,685]"
149336,"yes","C","Risk2","no","[0,12]","[23.4,266]","(624,689]","[1e+03,1e+04]","(120,168]","[3e+03,4.54e+04]","[660,670]"
79133,"yes","E","Risk2","no","[0,12]","(579,1.41e+03]","(734,850]","(1.76e+04,3.5e+04]","(120,168]","(6.5e+04,9e+04]","(670,685]"
13671,"no","E","Risk2","yes","(23.8,40]","[23.4,266]","[0,624]","[1e+03,1e+04]","(168,234]","[3e+03,4.54e+04]","(670,685]"
164677,"no","C","Risk3","no","(17.6,23.8]","(266,384]","(734,850]","(1e+04,1.76e+04]","(234,842]","(4.54e+04,6.5e+04]","(705,845]"
105387,"no","B","Risk2","no","(17.6,23.8]","(384,579]","(624,689]","(1e+04,1.76e+04]","[3,120]","(6.5e+04,9e+04]","(705,845]"
107623,"no","B","Risk1","no","[0,12]","(266,384]","[0,624]","[1e+03,1e+04]","(234,842]","[3e+03,4.54e+04]","[660,670]"
87856,"no","C","Risk2","no","(23.8,40]","(266,384]","(624,689]","(1e+04,1.76e+04]","(120,168]","(6.5e+04,9e+04]","(705,845]"
96895,"no","F","Risk2","no","(17.6,23.8]","(579,1.41e+03]","(734,850]","(1.76e+04,3.5e+04]","(168,234]","(6.5e+04,9e+04]","(670,685]"
167577,"yes","E","Risk1","yes","[0,12]","(266,384]","[0,624]","[1e+03,1e+04]","(168,234]","[3e+03,4.54e+04]","(670,685]"
59362,"no","A","Risk2","no","(12,17.6]","(266,384]","(624,689]","[1e+03,1e+04]","(234,842]","(9e+04,7.5e+06]","[660,670]"
156873,"yes","B","Risk1","no","[0,12]","[23.4,266]","(734,850]","(1e+04,1.76e+04]","(120,168]","(6.5e+04,9e+04]","(705,845]"
85953,"no","G","Risk1","no","[0,12]","(266,384]","(624,689]","(1e+04,1.76e+04]","(234,842]","(6.5e+04,9e+04]","[660,670]"
21149,"yes","A","Risk1","no","(17.6,23.8]","(266,384]","(734,850]","(1e+04,1.76e+04]","(234,842]","(9e+04,7.5e+06]","(685,705]"
198388,"no","D","Risk2","no","(12,17.6]","(579,1.41e+03]","(689,734]","(1.76e+04,3.5e+04]","[3,120]","(4.54e+04,6.5e+04]","(685,705]"
55664,"no","A","Risk2","no","(23.8,40]","[23.4,266]","(689,734]","[1e+03,1e+04]","(234,842]","(9e+04,7.5e+06]","(705,845]"
229213,"no","A","Risk3","no","[0,12]","[23.4,266]","(734,850]","[1e+03,1e+04]","(234,842]","(4.54e+04,6.5e+04]","(705,845]"
100943,"no","C","Risk2","no","(23.8,40]","[23.4,266]","(734,850]","[1e+03,1e+04]","[3,120]","(4.54e+04,6.5e+04]","(705,845]"
81785,"yes","A","Risk1","no","[0,12]","[23.4,266]","(624,689]","[1e+03,1e+04]","[3,120]","[3e+03,4.54e+04]","(705,845]"
32257,"no","B","Risk1","no","(12,17.6]","(579,1.41e+03]","(689,734]","(1.76e+04,3.5e+04]","(168,234]","(4.54e+04,6.5e+04]","(705,845]"
174861,"yes","C","Risk2","no","[0,12]","(266,384]","(689,734]","[1e+03,1e+04]","(120,168]","(6.5e+04,9e+04]","[660,670]"
171584,"yes","B","Risk2","yes","(17.6,23.8]","(266,384]","[0,624]","[1e+03,1e+04]","(234,842]","(6.5e+04,9e+04]","(705,845]"
24871,"yes","E","Risk3","no","(17.6,23.8]","(384,579]","[0,624]","(1.76e+04,3.5e+04]","[3,120]","(6.5e+04,9e+04]","[660,670]"
37484,"no","A","Risk1","no","[0,12]","(266,384]","(624,689]","(1e+04,1.76e+04]","(234,842]","(6.5e+04,9e+04]","[660,670]"
62707,"no","C","Risk3","no","(12,17.6]","(579,1.41e+03]","(734,850]","(1.76e+04,3.5e+04]","(234,842]","(4.54e+04,6.5e+04]","[660,670]"
170397,"yes","C","Risk3","no","(17.6,23.8]","(384,579]","(734,850]","(1e+04,1.76e+04]","(234,842]","[3e+03,4.54e+04]","(670,685]"
23962,"no","A","Risk3","no","[0,12]","(579,1.41e+03]","(734,850]","(1.76e+04,3.5e+04]","(168,234]","(9e+04,7.5e+06]","(705,845]"
101961,"no","D","Risk2","no","(23.8,40]","[23.4,266]","(624,689]","[1e+03,1e+04]","[3,120]","[3e+03,4.54e+04]","(685,705]"
187769,"yes","C","Risk2","no","(23.8,40]","(384,579]","(734,850]","(1e+04,1.76e+04]","(234,842]","(4.54e+04,6.5e+04]","(670,685]"
232859,"yes","D","Risk2","no","(12,17.6]","(384,579]","(689,734]","(1e+04,1.76e+04]","(234,842]","[3e+03,4.54e+04]","[660,670]"
69608,"yes","D","Risk1","yes","(12,17.6]","(579,1.41e+03]","[0,624]","(1.76e+04,3.5e+04]","[3,120]","(4.54e+04,6.5e+04]","(705,845]"
216656,"no","B","Risk1","no","[0,12]","(266,384]","(689,734]","(1e+04,1.76e+04]","(234,842]","(9e+04,7.5e+06]","[660,670]"
141224,"yes","E","Risk2","no","(17.6,23.8]","[23.4,266]","[0,624]","[1e+03,1e+04]","(120,168]","(4.54e+04,6.5e+04]","[660,670]"
18030,"no","B","Risk2","no","(23.8,40]","(579,1.41e+03]","(689,734]","(1.76e+04,3.5e+04]","(168,234]","(9e+04,7.5e+06]","(685,705]"
22352,"no","C","Risk2","no","(23.8,40]","[23.4,266]","(734,850]","[1e+03,1e+04]","(120,168]","[3e+03,4.54e+04]","[660,670]"
226290,"no","A","Risk1","no","(23.8,40]","(579,1.41e+03]","(734,850]","(1.76e+04,3.5e+04]","[3,120]","(4.54e+04,6.5e+04]","(705,845]"
204531,"no","A","Risk3","no","(17.6,23.8]","(579,1.41e+03]","(689,734]","(1.76e+04,3.5e+04]","(234,842]","(6.5e+04,9e+04]","(670,685]"
223567,"no","B","Risk2","yes","(17.6,23.8]","(266,384]","[0,624]","[1e+03,1e+04]","(120,168]","(4.54e+04,6.5e+04]","(670,685]"
146660,"yes","C","Risk1","no","(17.6,23.8]","[23.4,266]","(624,689]","[1e+03,1e+04]","(120,168]","[3e+03,4.54e+04]","[660,670]"
104446,"no","D","Risk2","no","[0,12]","(579,1.41e+03]","(734,850]","(1.76e+04,3.5e+04]","(168,234]","(9e+04,7.5e+06]","(670,685]"
212431,"no","B","Risk3","yes","(12,17.6]","(384,579]","[0,624]","(1e+04,1.76e+04]","(120,168]","(4.54e+04,6.5e+04]","(670,685]"
5876,"no","D","Risk2","no","(17.6,23.8]","(579,1.41e+03]","(689,734]","(1.76e+04,3.5e+04]","(168,234]","(9e+04,7.5e+06]","[660,670]"
154011,"no","C","Risk2","no","(17.6,23.8]","[23.4,266]","[0,624]","[1e+03,1e+04]","(120,168]","[3e+03,4.54e+04]","(670,685]"
224707,"no","D","Risk2","no","(23.8,40]","[23.4,266]","[0,624]","[1e+03,1e+04]","[3,120]","(6.5e+04,9e+04]","[660,670]"
824,"no","E","Risk1","no","(23.8,40]","[23.4,266]","(689,734]","[1e+03,1e+04]","(168,234]","[3e+03,4.54e+04]","(685,705]"
160460,"no","B","Risk2","no","(12,17.6]","(384,579]","(734,850]","(1e+04,1.76e+04]","[3,120]","(4.54e+04,6.5e+04]","(685,705]"
213441,"yes","C","Risk3","no","(23.8,40]","[23.4,266]","(624,689]","[1e+03,1e+04]","(168,234]","(9e+04,7.5e+06]","(685,705]"
232939,"no","A","Risk2","yes","(12,17.6]","(266,384]","(689,734]","[1e+03,1e+04]","(168,234]","(9e+04,7.5e+06]","(705,845]"
28923,"no","C","Risk3","no","(17.6,23.8]","[23.4,266]","(624,689]","[1e+03,1e+04]","(168,234]","(4.54e+04,6.5e+04]","[660,670]"
212236,"yes","D","Risk2","no","(12,17.6]","(579,1.41e+03]","[0,624]","(1.76e+04,3.5e+04]","(168,234]","(6.5e+04,9e+04]","(685,705]"
105977,"yes","C","Risk2","yes","(17.6,23.8]","(384,579]","[0,624]","(1e+04,1.76e+04]","(168,234]","[3e+03,4.54e+04]","[660,670]"
191418,"no","A","Risk1","no","(12,17.6]","[23.4,266]","(734,850]","[1e+03,1e+04]","(120,168]","(6.5e+04,9e+04]","(705,845]"
229637,"no","B","Risk1","no","(23.8,40]","(384,579]","(624,689]","(1e+04,1.76e+04]","[3,120]","(6.5e+04,9e+04]","(670,685]"
63633,"yes","D","Risk2","yes","(12,17.6]","[23.4,266]","[0,624]","[1e+03,1e+04]","(120,168]","(9e+04,7.5e+06]","[660,670]"
70022,"no","C","Risk1","no","[0,12]","(579,1.41e+03]","(689,734]","(1.76e+04,3.5e+04]","(234,842]","(9e+04,7.5e+06]","(705,845]"
131878,"no","C","Risk2","no","(23.8,40]","(384,579]","(734,850]","(1.76e+04,3.5e+04]","(234,842]","(6.5e+04,9e+04]","(705,845]"
87599,"no","C","Risk2","no","(23.8,40]","(266,384]","(624,689]","(1e+04,1.76e+04]","[3,120]","[3e+03,4.54e+04]","(670,685]"
149259,"yes","C","Risk2","no","[0,12]","[23.4,266]","(624,689]","[1e+03,1e+04]","[3,120]","[3e+03,4.54e+04]","(670,685]"
163365,"no","C","Risk3","yes","(17.6,23.8]","[23.4,266]","[0,624]","[1e+03,1e+04]","(120,168]","[3e+03,4.54e+04]","[660,670]"
51386,"yes","B","Risk3","no","(12,17.6]","[23.4,266]","(689,734]","[1e+03,1e+04]","(120,168]","(6.5e+04,9e+04]","[660,670]"
132840,"yes","B","Risk2","no","(23.8,40]","[23.4,266]","(689,734]","[1e+03,1e+04]","[3,120]","[3e+03,4.54e+04]","(670,685]"
90201,"yes","E","Risk1","no","(23.8,40]","[23.4,266]","[0,624]","[1e+03,1e+04]","(120,168]","[3e+03,4.54e+04]","(685,705]"
75022,"yes","D","Risk2","no","(12,17.6]","[23.4,266]","(624,689]","[1e+03,1e+04]","[3,120]","(6.5e+04,9e+04]","(685,705]"
40765,"no","B","Risk2","no","(12,17.6]","(266,384]","(689,734]","[1e+03,1e+04]","(120,168]","(4.54e+04,6.5e+04]","[660,670]"
43606,"no","A","Risk2","no","(23.8,40]","[23.4,266]","(624,689]","[1e+03,1e+04]","[3,120]","(4.54e+04,6.5e+04]","(705,845]"
227203,"no","C","Risk1","no","[0,12]","(384,579]","(624,689]","(1.76e+04,3.5e+04]","(234,842]","(9e+04,7.5e+06]","(705,845]"
190911,"yes","C","Risk2","no","(17.6,23.8]","(384,579]","[0,624]","(1e+04,1.76e+04]","(120,168]","[3e+03,4.54e+04]","[660,670]"
25987,"no","A","Risk2","no","[0,12]","(579,1.41e+03]","(734,850]","(1.76e+04,3.5e+04]","(168,234]","(4.54e+04,6.5e+04]","(685,705]"
98160,"yes","A","Risk2","no","[0,12]","[23.4,266]","(734,850]","[1e+03,1e+04]","[3,120]","[3e+03,4.54e+04]","(705,845]"
117997,"no","D","Risk1","no","(12,17.6]","(579,1.41e+03]","(734,850]","(1.76e+04,3.5e+04]","(120,168]","(9e+04,7.5e+06]","(705,845]"
121775,"yes","A","Risk1","no","(23.8,40]","[23.4,266]","(689,734]","[1e+03,1e+04]","(234,842]","(6.5e+04,9e+04]","(705,845]"
219645,"no","C","Risk3","yes","(23.8,40]","(384,579]","[0,624]","(1.76e+04,3.5e+04]","(120,168]","(4.54e+04,6.5e+04]","[660,670]"
207542,"yes","E","Risk2","no","(12,17.6]","(384,579]","[0,624]","[1e+03,1e+04]","[3,120]","[3e+03,4.54e+04]","(670,685]"
44157,"no","C","Risk1","no","(12,17.6]","(266,384]","(689,734]","(1e+04,1.76e+04]","(120,168]","(9e+04,7.5e+06]","(685,705]"
69704,"yes","B","Risk1","no","(17.6,23.8]","(579,1.41e+03]","[0,624]","(1.76e+04,3.5e+04]","(120,168]","(9e+04,7.5e+06]","(705,845]"
69613,"yes","D","Risk2","yes","(23.8,40]","(384,579]","[0,624]","(1e+04,1.76e+04]","[3,120]","[3e+03,4.54e+04]","(685,705]"
127166,"no","E","Risk2","yes","(23.8,40]","(579,1.41e+03]","(624,689]","(1.76e+04,3.5e+04]","(168,234]","(4.54e+04,6.5e+04]","(670,685]"
211820,"yes","B","Risk2","yes","[0,12]","(384,579]","(689,734]","(1e+04,1.76e+04]","(234,842]","(6.5e+04,9e+04]","(670,685]"
12666,"no","B","Risk1","no","[0,12]","(384,579]","(624,689]","(1e+04,1.76e+04]","[3,120]","[3e+03,4.54e+04]","(670,685]"
